Boosted Post,Campaign Id,Campaign Name,Content Theme,Platform,Post Date,Post Time,Post Type,Target Audience,Clicks,Conversion Value Usd,Conversions,Cpc Usd,Ctr,Emoji Count,Engagement Rate,Engagements,Hashtag Count,Impressions,Reach,Sentiment Score,Spend Usd,Video Length Seconds,Word Count
真,CMP1009,Spring Campaign 2024,Behind-the-Scenes,X,2024/10/14,1899/12/30 18:45:00,Story,"Gen X (35-50, Mixed)",300,3554.77,33,0.4,0.0311,8,0.0777,655,6,9654,8433,0.13,119.66,36,41
真,CMP1009,Summer Campaign 2024,Promotion,X,2024/10/28,1899/12/30 11:30:00,Carousel,"Gen X (35-50, Mixed)",49,327.31,3,0.52,0.0244,1,0.073,128,5,2005,1753,0.7,25.65,0,36
伪,CMP1009,Back to School Campaign 2025,Product Launch,X,2024/10/9,1899/12/30 23:45:00,Carousel,"Parents (30-45, Suburban)",138,870.98,10,0.01,0.0272,4,0.0948,400,11,5078,4219,0.32,1.54,0,25
伪,CMP1009,Fall Campaign 2025,Promotion,X,2024/10/22,1899/12/30 16:45:00,Reel,"Professionals (25-54, B2B)",17,219.89,2,0.33,0.0292,9,0.0761,29,12,583,381,-0.57,5.66,93,45
真,CMP1009,Summer Campaign 2025,Behind-the-Scenes,Facebook,2024/10/10,1899/12/30 14:30:00,Video,"Gen X (35-50, Mixed)",119,2711.76,19,0.16,0.042,0,0.1107,246,4,2832,2223,0.98,19.06,16,29
伪,CMP1009,Fall Campaign 2024,Lifestyle,TikTok,2024/10/8,1899/12/30 9:15:00,Story,"Parents (30-45, Suburban)",306,5423.72,42,0,0.0427,10,0.0984,512,9,7169,5204,-0.3,0.68,70,41
伪,CMP1009,Holiday Campaign 2025,Promotion,LinkedIn,2024/10/16,1899/12/30 20:45:00,Carousel,"Professionals (25-54, B2B)",241,4480.27,34,0,0.0265,3,0.0833,596,5,9108,7158,0.19,0.2,0,38
伪,CMP1009,Summer Campaign 2024,Product Launch,Instagram,2024/10/21,1899/12/30 6:30:00,Reel,"Professionals (25-54, B2B)",134,1571.11,18,0.04,0.0505,3,0.0991,232,2,2653,2341,0.56,4.71,95,12
伪,CMP1009,Fall Campaign 2024,Promotion,X,2024/10/22,1899/12/30 7:00:00,Image,"Gen X (35-50, Mixed)",130,2011.62,17,0.08,0.0124,0,0.0354,290,14,10445,8201,-0.53,10.42,0,36
伪,CMP1009,Summer Campaign 2024,Product Launch,LinkedIn,2024/10/5,1899/12/30 19:00:00,Video,"Parents (30-45, Suburban)",247,2812.2,39,0.05,0.0258,8,0.0657,384,11,9589,5841,-0.02,13.16,23,23
真,CMP1009,Back to School Campaign 2025,User Testimonial,Facebook,2024/10/1,1899/12/30 18:00:00,Carousel,"Parents (30-45, Suburban)",247,2066.37,37,0.11,0.0476,4,0.0773,354,2,5192,4578,0.1,27.45,0,11
真,CMP1009,Spring Campaign 2024,Lifestyle,Instagram,2024/10/9,1899/12/30 22:15:00,Story,"Parents (30-45, Suburban)",132,108.15,6,0.24,0.0164,5,0.0479,244,6,8070,5094,0.32,31.4,118,41
真,CMP1009,Summer Campaign 2025,Behind-the-Scenes,Instagram,2024/10/20,1899/12/30 8:45:00,Image,"Parents (30-45, Suburban)",172,215.05,10,0.84,0.0239,1,0.0788,443,2,7203,5624,0.18,143.65,0,19
真,CMP1009,Fall Campaign 2025,Product Launch,LinkedIn,2024/10/26,1899/12/30 12:00:00,Video,"Gen Z (18-24, Urban)",574,13310.03,91,0.08,0.0589,6,0.1154,917,9,9743,7949,-0.27,45.39,108,26
真,CMP1009,Spring Campaign 2025,Promotion,TikTok,2024/10/5,1899/12/30 13:30:00,Reel,"Gen Z (18-24, Urban)",49,156.46,5,0.54,0.0105,4,0.0282,84,6,4666,2974,0.71,26.56,102,27
伪,CMP1009,Spring Campaign 2025,Lifestyle,Facebook,2024/10/2,1899/12/30 18:30:00,Image,"Professionals (25-54, B2B)",315,3052.86,26,0,0.0342,5,0.0849,676,14,9206,7966,0.24,0.52,0,50
真,CMP1009,Back to School Campaign 2024,Product Launch,X,2024/10/24,1899/12/30 8:00:00,Carousel,"Millennials (25-34, Suburban)",316,3785.02,53,0.04,0.0321,6,0.1009,801,11,9852,7938,0.38,11.29,0,17
真,CMP1009,Back to School Campaign 2025,Lifestyle,TikTok,2024/10/10,1899/12/30 6:15:00,Image,"Millennials (25-34, Suburban)",161,4397.06,31,0.46,0.0431,3,0.1167,306,11,3732,2623,-0.24,74.81,0,28
真,CMP1009,Spring Campaign 2025,Behind-the-Scenes,LinkedIn,2024/10/2,1899/12/30 16:15:00,Carousel,"Gen Z (18-24, Urban)",254,1690.95,15,0.02,0.0604,10,0.1176,364,0,4203,3095,-0.22,5.56,0,21
真,CMP1009,Fall Campaign 2024,Behind-the-Scenes,TikTok,2024/10/20,1899/12/30 8:45:00,Story,"Parents (30-45, Suburban)",228,1204.19,34,0.11,0.0277,1,0.0921,502,8,8222,5448,-0.04,24.85,100,29
真,CMP1009,Fall Campaign 2025,Promotion,X,2024/10/20,1899/12/30 15:00:00,Carousel,"Parents (30-45, Suburban)",435,919.17,25,0.12,0.0389,0,0.1162,1008,0,11175,8678,0.31,53.26,0,37
真,CMP1009,Back to School Campaign 2025,User Testimonial,X,2024/10/3,1899/12/30 9:00:00,Story,"Professionals (25-54, B2B)",408,1843.94,30,0.1,0.0323,8,0.1041,965,15,12649,9271,0.74,41.65,88,39
真,CMP1009,Back to School Campaign 2024,Product Launch,Instagram,2024/10/8,1899/12/30 7:45:00,Image,"Millennials (25-34, Suburban)",200,580.89,16,0.08,0.0193,6,0.0428,332,5,10349,7762,0.01,15.22,0,31
真,CMP1009,Summer Campaign 2025,Lifestyle,Instagram,2024/10/6,1899/12/30 8:15:00,Carousel,"Millennials (25-34, Suburban)",192,2647.74,27,0.09,0.022,7,0.0717,557,13,8716,7764,-0.09,16.36,0,15
真,CMP1009,Spring Campaign 2025,Behind-the-Scenes,Facebook,2024/10/19,1899/12/30 9:00:00,Video,"Gen Z (18-24, Urban)",534,6626.89,54,0.39,0.0423,7,0.1089,1046,6,12627,9601,0.21,206.65,103,47
真,CMP1009,Fall Campaign 2025,User Testimonial,X,2024/10/6,1899/12/30 20:00:00,Story,"Professionals (25-54, B2B)",66,458.51,4,0.79,0.0065,3,0.0202,143,10,10159,7087,-0.08,51.88,118,38
真,CMP1009,Holiday Campaign 2025,Promotion,LinkedIn,2024/10/17,1899/12/30 7:30:00,Video,"Parents (30-45, Suburban)",54,336.44,4,0.63,0.016,0,0.0396,104,7,3381,2623,0.25,33.93,106,22
真,CMP1009,Holiday Campaign 2024,Lifestyle,LinkedIn,2024/10/11,1899/12/30 16:30:00,Image,"Gen X (35-50, Mixed)",122,688.77,8,0.26,0.0362,9,0.1113,277,10,3366,2488,-0.12,31.86,0,28
真,CMP1009,Holiday Campaign 2024,User Testimonial,LinkedIn,2024/10/16,1899/12/30 9:45:00,Image,"Parents (30-45, Suburban)",253,1577.77,38,0.16,0.0231,3,0.0554,459,2,10950,8278,0.48,40.19,0,35
真,CMP1009,Summer Campaign 2025,Lifestyle,Instagram,2024/10/2,1899/12/30 21:15:00,Image,"Professionals (25-54, B2B)",138,2415.58,20,0.15,0.0186,9,0.0629,326,15,7425,5184,0.23,21.32,0,8
真,CMP1009,Holiday Campaign 2025,Behind-the-Scenes,X,2024/10/8,1899/12/30 7:00:00,Carousel,"Parents (30-45, Suburban)",279,5242.99,49,0.08,0.0258,4,0.0643,419,7,10819,6513,-1,21.37,0,41
真,CMP1009,Fall Campaign 2025,Behind-the-Scenes,TikTok,2024/10/25,1899/12/30 19:30:00,Image,"Millennials (25-34, Suburban)",78,234.34,7,0.03,0.0267,7,0.0894,211,10,2919,2359,0.13,2.18,0,11
真,CMP1009,Spring Campaign 2024,User Testimonial,TikTok,2024/10/14,1899/12/30 13:00:00,Image,"Gen X (35-50, Mixed)",39,288.51,2,0.31,0.03,9,0.0797,73,3,1300,916,0.33,12.02,0,19
真,CMP1009,Holiday Campaign 2024,User Testimonial,TikTok,2024/10/9,1899/12/30 8:30:00,Reel,"Millennials (25-34, Suburban)",473,6784.61,46,0.29,0.031,7,0.0851,1048,15,15235,12318,0.4,137.05,119,37
伪,CMP1009,Summer Campaign 2024,Behind-the-Scenes,TikTok,2024/10/10,1899/12/30 16:30:00,Image,"Millennials (25-34, Suburban)",258,2875.09,47,0.02,0.0334,5,0.0669,399,12,7734,5967,-0.33,5.6,0,17
伪,CMP1009,Fall Campaign 2024,Product Launch,X,2024/10/1,1899/12/30 21:15:00,Image,"Millennials (25-34, Suburban)",311,3962.37,59,0,0.056,10,0.1122,508,3,5549,4528,0.15,0.3,0,27
真,CMP1009,Fall Campaign 2024,Behind-the-Scenes,TikTok,2024/10/17,1899/12/30 16:30:00,Story,"Millennials (25-34, Suburban)",109,2953.41,21,0.06,0.0362,4,0.0687,170,5,3012,2475,0.27,6.17,29,37
真,CMP1009,Summer Campaign 2025,Promotion,Facebook,2024/10/2,1899/12/30 21:30:00,Story,"Parents (30-45, Suburban)",325,3967.49,30,0.18,0.0352,1,0.0652,504,7,9244,7729,0.2,59.37,52,16
真,CMP1009,Fall Campaign 2024,Product Launch,LinkedIn,2024/10/18,1899/12/30 8:45:00,Reel,"Professionals (25-54, B2B)",733,4371.53,63,0.14,0.0555,5,0.1055,1082,4,13219,10252,0.21,104.66,60,49
真,CMP1009,Fall Campaign 2024,Promotion,X,2024/10/7,1899/12/30 12:45:00,Video,"Gen Z (18-24, Urban)",254,6407.73,44,0.03,0.0456,1,0.0819,378,13,5567,4614,0.41,6.88,19,43
真,CMP1009,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2024/10/27,1899/12/30 21:15:00,Story,"Gen X (35-50, Mixed)",271,5713.49,52,0.42,0.0186,0,0.0417,495,12,14600,11858,0.38,112.71,45,44
真,CMP1009,Summer Campaign 2024,Behind-the-Scenes,Facebook,2024/10/23,1899/12/30 13:15:00,Carousel,"Parents (30-45, Suburban)",420,1368.72,21,0.22,0.0419,3,0.09,654,14,10019,7269,0.93,94.42,0,45
真,CMP1009,Fall Campaign 2025,Promotion,Facebook,2024/10/10,1899/12/30 6:45:00,Story,"Gen X (35-50, Mixed)",347,1162.11,68,0.3,0.0323,2,0.1036,897,3,10751,8658,0.28,104.14,67,7
真,CMP1009,Holiday Campaign 2025,Product Launch,X,2024/10/5,1899/12/30 19:00:00,Story,"Gen X (35-50, Mixed)",257,5798.95,48,0.02,0.0425,8,0.1197,572,9,6047,4779,-0.37,4.31,26,8
真,CMP1009,Holiday Campaign 2024,Behind-the-Scenes,LinkedIn,2024/10/28,1899/12/30 18:15:00,Reel,"Gen X (35-50, Mixed)",89,996.45,8,0.18,0.0143,7,0.044,228,9,6229,5187,-0.37,15.89,85,18
伪,CMP1009,Holiday Campaign 2024,User Testimonial,TikTok,2024/10/5,1899/12/30 20:30:00,Reel,"Gen Z (18-24, Urban)",287,2442.02,42,0.02,0.0354,8,0.0854,450,0,8111,5270,-0.09,7.07,36,20
真,CMP1009,Holiday Campaign 2025,Promotion,LinkedIn,2024/10/11,1899/12/30 17:45:00,Carousel,"Gen X (35-50, Mixed)",161,428.24,22,0.31,0.0281,0,0.0489,244,8,5739,4992,0.3,49.27,0,47
真,CMP1009,Holiday Campaign 2024,Promotion,TikTok,2024/10/12,1899/12/30 22:30:00,Video,"Parents (30-45, Suburban)",120,2385.08,17,0.44,0.0116,5,0.0281,199,9,10346,7070,-0.01,52.4,88,29
真,CMP1009,Fall Campaign 2025,Behind-the-Scenes,Facebook,2024/10/24,1899/12/30 15:00:00,Video,"Gen Z (18-24, Urban)",118,1066.38,15,0.45,0.0198,6,0.0886,345,5,5966,3895,-0.11,53.51,21,9
真,CMP1009,Summer Campaign 2024,Promotion,Instagram,2024/10/28,1899/12/30 10:15:00,Image,"Millennials (25-34, Suburban)",160,356.5,15,0.24,0.0144,7,0.0319,258,10,11106,8095,0.13,38.97,0,38
真,CMP1009,Spring Campaign 2025,Promotion,LinkedIn,2024/10/16,1899/12/30 21:00:00,Carousel,"Professionals (25-54, B2B)",218,2365.48,37,0.24,0.0174,8,0.0325,328,8,12537,10086,0.86,52.67,0,9
真,CMP1009,Holiday Campaign 2025,Lifestyle,LinkedIn,2024/10/8,1899/12/30 18:45:00,Reel,"Millennials (25-34, Suburban)",179,3661.07,27,0.17,0.0169,2,0.0819,565,3,10596,6898,-0.2,30.83,93,34
真,CMP1009,Fall Campaign 2024,Lifestyle,X,2024/10/4,1899/12/30 14:15:00,Image,"Gen X (35-50, Mixed)",296,2985.26,36,0.26,0.0425,8,0.1174,531,10,6971,4524,-0.37,75.5,0,27
伪,CMP1009,Spring Campaign 2024,Promotion,TikTok,2024/10/20,1899/12/30 6:45:00,Story,"Millennials (25-34, Suburban)",239,1949.96,39,0.01,0.0248,5,0.0961,794,6,9630,8260,-0.28,1.98,86,18
真,CMP1009,Spring Campaign 2024,User Testimonial,Instagram,2024/10/25,1899/12/30 17:15:00,Video,"Professionals (25-54, B2B)",240,327.69,25,0.77,0.0303,3,0.0675,475,14,7913,7034,-0.22,184.38,9,14
真,CMP1009,Back to School Campaign 2025,User Testimonial,Instagram,2024/10/2,1899/12/30 23:00:00,Reel,"Parents (30-45, Suburban)",105,2172.71,18,0.17,0.0242,10,0.0685,218,4,4344,3182,0.15,17.46,39,24
真,CMP1009,Fall Campaign 2025,User Testimonial,LinkedIn,2024/10/22,1899/12/30 12:45:00,Video,"Millennials (25-34, Suburban)",137,1031.86,16,0.14,0.0141,8,0.0347,283,0,9707,8160,0.42,18.51,117,8
真,CMP1009,Summer Campaign 2025,Lifestyle,Instagram,2024/10/12,1899/12/30 18:15:00,Carousel,"Parents (30-45, Suburban)",317,4391.7,54,0.04,0.0385,2,0.1069,710,15,8239,6640,0.04,13.37,0,7
真,CMP1009,Back to School Campaign 2024,Lifestyle,X,2024/10/23,1899/12/30 17:15:00,Video,"Gen Z (18-24, Urban)",189,4569.15,35,0.01,0.0425,4,0.1062,389,11,4452,3662,-0.5,1.64,14,26
伪,CMP1009,Fall Campaign 2025,Lifestyle,Instagram,2024/10/13,1899/12/30 9:45:00,Reel,"Gen X (35-50, Mixed)",34,122.37,6,0.06,0.0413,8,0.1164,66,14,824,567,0.13,1.9,17,12
真,CMP1009,Back to School Campaign 2025,User Testimonial,Instagram,2024/10/24,1899/12/30 14:00:00,Image,"Parents (30-45, Suburban)",144,1825.26,19,0.02,0.0214,4,0.0896,462,11,6728,5154,0.16,3.35,0,9
真,CMP1009,Back to School Campaign 2025,Lifestyle,LinkedIn,2024/10/13,1899/12/30 20:15:00,Story,"Gen Z (18-24, Urban)",158,1043.86,19,0.08,0.0358,1,0.1023,371,3,4408,3626,0.07,13.21,70,36
真,CMP1009,Spring Campaign 2024,User Testimonial,TikTok,2024/10/4,1899/12/30 21:15:00,Video,"Millennials (25-34, Suburban)",170,354.77,24,0.11,0.0234,8,0.0592,338,15,7252,5710,-0.49,18.04,110,19
真,CMP1009,Back to School Campaign 2025,Behind-the-Scenes,Facebook,2024/10/18,1899/12/30 16:15:00,Video,"Gen Z (18-24, Urban)",341,3879.29,34,0.15,0.0519,3,0.0981,524,5,6565,5344,0.07,52.68,21,13
真,CMP1009,Fall Campaign 2024,Behind-the-Scenes,X,2024/10/13,1899/12/30 17:30:00,Carousel,"Millennials (25-34, Suburban)",63,410.39,8,0.17,0.0153,5,0.0701,208,14,4114,2967,0.8,10.88,0,5
伪,CMP1009,Fall Campaign 2025,Product Launch,Facebook,2024/10/10,1899/12/30 23:30:00,Reel,"Parents (30-45, Suburban)",114,942.01,13,0.04,0.0169,10,0.0434,215,3,6738,4953,0.39,4.27,11,41
真,CMP1009,Back to School Campaign 2024,Product Launch,X,2024/10/15,1899/12/30 11:30:00,Reel,"Millennials (25-34, Suburban)",245,2496.81,33,0.13,0.0319,7,0.1195,720,13,7681,6025,0.41,31.83,107,32
真,CMP1009,Fall Campaign 2025,Behind-the-Scenes,X,2024/10/27,1899/12/30 13:45:00,Reel,"Parents (30-45, Suburban)",78,146.18,8,0.43,0.0105,5,0.0309,141,15,7458,4566,0.23,33.54,13,50
真,CMP1009,Holiday Campaign 2024,Lifestyle,Instagram,2024/10/25,1899/12/30 17:30:00,Story,"Millennials (25-34, Suburban)",54,841.81,10,0.38,0.018,10,0.0716,135,11,2993,1886,0.43,20.4,118,38
真,CMP1009,Summer Campaign 2025,Product Launch,Instagram,2024/10/27,1899/12/30 19:15:00,Video,"Millennials (25-34, Suburban)",49,407.62,5,1.05,0.0085,6,0.0234,84,6,5788,3589,1,51.62,111,33
真,CMP1009,Holiday Campaign 2024,Behind-the-Scenes,X,2024/10/23,1899/12/30 7:30:00,Story,"Parents (30-45, Suburban)",542,4765.83,34,0.2,0.0309,10,0.0735,955,4,17528,12987,-0.63,109.95,12,20
真,CMP1009,Summer Campaign 2024,Product Launch,TikTok,2024/10/9,1899/12/30 13:15:00,Video,"Professionals (25-54, B2B)",59,938.67,8,1.47,0.0154,7,0.0667,162,12,3837,2428,0,86.71,32,50
真,CMP1009,Spring Campaign 2024,Product Launch,X,2024/10/11,1899/12/30 10:30:00,Carousel,"Millennials (25-34, Suburban)",124,691.06,20,0.06,0.0484,6,0.1087,206,5,2560,1895,0.44,7.11,0,10
真,CMP1009,Holiday Campaign 2025,Product Launch,TikTok,2024/10/22,1899/12/30 22:30:00,Story,"Professionals (25-54, B2B)",133,366.94,12,1.32,0.0082,6,0.0272,280,5,16299,10288,0.5,176.01,112,36
伪,CMP1009,Spring Campaign 2024,User Testimonial,X,2024/10/7,1899/12/30 15:45:00,Reel,"Gen Z (18-24, Urban)",39,649.24,6,0.02,0.0399,6,0.0789,59,0,978,748,-0.21,0.68,103,46
真,CMP1009,Fall Campaign 2025,Lifestyle,Instagram,2024/10/7,1899/12/30 19:15:00,Carousel,"Professionals (25-54, B2B)",239,1678.78,33,0.23,0.0453,9,0.106,428,9,5273,4038,0.5,55.42,0,21
伪,CMP1009,Back to School Campaign 2025,Lifestyle,TikTok,2024/10/5,1899/12/30 16:15:00,Video,"Parents (30-45, Suburban)",88,1718.66,12,0.21,0.0156,9,0.032,161,6,5646,5039,0.31,18.12,34,21
真,CMP1009,Back to School Campaign 2024,Lifestyle,Instagram,2024/10/23,1899/12/30 19:45:00,Carousel,"Gen Z (18-24, Urban)",192,1694.23,29,0.21,0.0178,6,0.0559,401,3,10812,7173,-0.55,39.43,0,20
伪,CMP1009,Spring Campaign 2024,Product Launch,Facebook,2024/10/22,1899/12/30 6:00:00,Image,"Millennials (25-34, Suburban)",211,1764.21,37,0,0.0399,10,0.0749,319,11,5282,4258,-0.74,0.93,0,48
真,CMP1009,Summer Campaign 2025,Behind-the-Scenes,TikTok,2024/10/8,1899/12/30 15:00:00,Image,"Parents (30-45, Suburban)",142,2514.99,19,0.05,0.0342,3,0.0989,308,6,4151,3115,0.68,6.96,0,44
真,CMP1009,Fall Campaign 2025,Promotion,Instagram,2024/10/11,1899/12/30 21:00:00,Story,"Gen X (35-50, Mixed)",115,2003.08,21,0.34,0.0204,1,0.0597,275,3,5648,4604,0.38,39.27,47,29
伪,CMP1009,Back to School Campaign 2024,User Testimonial,LinkedIn,2024/10/13,1899/12/30 21:15:00,Image,"Gen Z (18-24, Urban)",47,431.06,4,0.51,0.025,8,0.0712,108,4,1883,1517,-0.25,23.76,0,21
真,CMP1009,Holiday Campaign 2025,Behind-the-Scenes,X,2024/10/28,1899/12/30 23:00:00,Video,"Gen Z (18-24, Urban)",414,4740.16,61,0.25,0.0348,4,0.0934,863,1,11887,9236,0.94,101.98,113,25
伪,CMP1009,Summer Campaign 2024,Behind-the-Scenes,TikTok,2024/10/23,1899/12/30 8:15:00,Reel,"Gen X (35-50, Mixed)",50,150.06,5,0.37,0.0285,10,0.0661,74,5,1757,1120,0.51,18.54,93,22
真,CMP1009,Spring Campaign 2025,Lifestyle,Facebook,2024/10/23,1899/12/30 7:15:00,Story,"Gen X (35-50, Mixed)",87,797.41,8,0.17,0.0202,7,0.0987,277,15,4300,2807,-0.22,14.59,65,9
伪,CMP1010,Holiday Campaign 2025,Lifestyle,X,2024/11/11,1899/12/30 14:15:00,Story,"Parents (30-45, Suburban)",354,4513.62,46,0.02,0.0509,9,0.1045,532,15,6960,5092,1,6.55,95,19
真,CMP1010,Summer Campaign 2025,Behind-the-Scenes,Facebook,2024/11/7,1899/12/30 7:15:00,Video,"Millennials (25-34, Suburban)",115,1300.93,16,0.64,0.0091,8,0.027,205,12,12618,7601,0.64,73.72,101,33
真,CMP1010,Fall Campaign 2024,Behind-the-Scenes,Instagram,2024/11/17,1899/12/30 19:45:00,Image,"Parents (30-45, Suburban)",388,10646.21,74,0.09,0.0315,2,0.0964,862,10,12308,8942,0.22,36.05,0,48
真,CMP1010,Fall Campaign 2024,Behind-the-Scenes,Instagram,2024/11/23,1899/12/30 13:15:00,Video,"Professionals (25-54, B2B)",256,1704.94,37,0.14,0.0474,0,0.0795,370,12,5405,4653,0.87,34.73,22,20
伪,CMP1010,Back to School Campaign 2024,Lifestyle,X,2024/11/12,1899/12/30 11:15:00,Story,"Gen X (35-50, Mixed)",21,48.57,1,0.25,0.0067,1,0.0294,69,9,3150,2343,-0.95,5.15,91,41
真,CMP1010,Spring Campaign 2024,Behind-the-Scenes,X,2024/11/26,1899/12/30 13:45:00,Reel,"Gen X (35-50, Mixed)",62,289.79,4,0.11,0.0087,5,0.0262,142,3,7118,5415,0.08,6.61,18,48
真,CMP1010,Spring Campaign 2025,User Testimonial,X,2024/11/11,1899/12/30 10:00:00,Video,"Professionals (25-54, B2B)",81,781.64,7,0.35,0.0085,0,0.029,217,2,9514,7482,0.79,28.36,88,6
真,CMP1010,Holiday Campaign 2025,User Testimonial,Facebook,2024/11/8,1899/12/30 7:15:00,Video,"Professionals (25-54, B2B)",379,302.13,30,0.09,0.0297,7,0.1015,1007,15,12776,9917,0.73,33.7,37,31
伪,CMP1010,Back to School Campaign 2024,Behind-the-Scenes,Instagram,2024/11/14,1899/12/30 6:30:00,Carousel,"Gen X (35-50, Mixed)",59,458.08,10,0.1,0.0062,10,0.0252,180,4,9560,7157,-0.71,5.96,0,47
真,CMP1010,Fall Campaign 2024,Promotion,TikTok,2024/11/13,1899/12/30 7:00:00,Image,"Gen Z (18-24, Urban)",211,585.85,23,0.19,0.0204,8,0.0651,594,7,10356,9128,-0.74,39.78,0,8
真,CMP1010,Holiday Campaign 2024,Product Launch,Instagram,2024/11/8,1899/12/30 19:15:00,Reel,"Professionals (25-54, B2B)",133,2273.91,26,0.36,0.0183,8,0.0401,247,1,7261,6164,0.95,47.24,54,23
真,CMP1010,Summer Campaign 2025,Behind-the-Scenes,X,2024/11/28,1899/12/30 7:15:00,Story,"Millennials (25-34, Suburban)",115,2646.04,20,1.05,0.0128,2,0.0436,334,6,8998,7665,-0.35,120.97,16,47
真,CMP1010,Spring Campaign 2024,Lifestyle,Facebook,2024/11/5,1899/12/30 14:15:00,Story,"Professionals (25-54, B2B)",304,4004.02,47,0.24,0.0263,9,0.0862,796,2,11558,9237,0.67,74.42,6,8
真,CMP1010,Summer Campaign 2025,Lifestyle,LinkedIn,2024/11/5,1899/12/30 20:45:00,Video,"Professionals (25-54, B2B)",282,1975.34,14,0.31,0.0309,9,0.1196,816,4,9125,6821,0.62,86.03,100,16
真,CMP1010,Holiday Campaign 2024,Lifestyle,X,2024/11/4,1899/12/30 20:45:00,Video,"Gen X (35-50, Mixed)",530,4244.48,37,0.11,0.0591,10,0.0996,795,12,8971,7979,-0.22,57.9,47,25
真,CMP1010,Spring Campaign 2025,User Testimonial,Facebook,2024/11/13,1899/12/30 7:30:00,Video,"Millennials (25-34, Suburban)",193,779.36,21,0.15,0.0326,2,0.0869,415,1,5927,4777,-0.27,28.12,75,42
真,CMP1010,Back to School Campaign 2024,Promotion,TikTok,2024/11/22,1899/12/30 15:00:00,Image,"Millennials (25-34, Suburban)",14,114.01,2,0.21,0.0182,0,0.0537,28,9,771,521,-0.53,2.96,0,34
真,CMP1010,Fall Campaign 2025,User Testimonial,Instagram,2024/11/21,1899/12/30 10:00:00,Video,"Professionals (25-54, B2B)",65,355.67,7,0.67,0.0066,5,0.022,144,10,9883,6533,0.57,43.38,80,21
真,CMP1010,Back to School Campaign 2024,Promotion,X,2024/11/21,1899/12/30 8:30:00,Image,"Millennials (25-34, Suburban)",68,341.36,11,1.64,0.0133,6,0.037,122,9,5119,3294,-0.06,111.51,0,23
真,CMP1010,Spring Campaign 2025,User Testimonial,Instagram,2024/11/19,1899/12/30 6:30:00,Story,"Professionals (25-54, B2B)",171,1123.06,19,1.1,0.0114,0,0.0384,442,11,14957,11518,0.58,188.22,20,17
伪,CMP1010,Fall Campaign 2024,Lifestyle,TikTok,2024/11/14,1899/12/30 8:15:00,Video,"Professionals (25-54, B2B)",25,525.89,4,0.25,0.0098,0,0.0312,57,9,2552,1824,0.49,6.17,57,26
真,CMP1010,Back to School Campaign 2025,Lifestyle,X,2024/11/3,1899/12/30 18:45:00,Story,"Gen X (35-50, Mixed)",326,4916,57,0.02,0.0532,10,0.1022,528,15,6133,5167,0.41,5.36,119,24
伪,CMP1010,Spring Campaign 2025,Promotion,Instagram,2024/11/6,1899/12/30 17:00:00,Image,"Millennials (25-34, Suburban)",116,1600.35,11,0,0.0198,0,0.0765,350,8,5857,4573,-0.32,0.5,0,30
真,CMP1010,Holiday Campaign 2024,Product Launch,LinkedIn,2024/11/14,1899/12/30 10:15:00,Story,"Gen X (35-50, Mixed)",206,1107.6,38,0.05,0.024,9,0.1079,611,3,8582,5661,0.96,9.91,62,24
伪,CMP1010,Holiday Campaign 2025,Lifestyle,X,2024/11/4,1899/12/30 12:45:00,Reel,"Millennials (25-34, Suburban)",4,0,0,0.58,0.0093,8,0.0366,10,14,430,273,0.99,2.31,61,50
真,CMP1010,Fall Campaign 2025,Lifestyle,Instagram,2024/11/9,1899/12/30 10:15:00,Reel,"Professionals (25-54, B2B)",222,3349.81,23,0.19,0.0224,7,0.0752,519,15,9927,6901,0.15,41.1,49,35
真,CMP1010,Summer Campaign 2025,Promotion,LinkedIn,2024/11/20,1899/12/30 18:45:00,Video,"Gen Z (18-24, Urban)",130,274.33,10,0.16,0.0141,7,0.0408,257,11,9237,6297,0.55,20.45,102,29
伪,CMP1010,Spring Campaign 2025,Lifestyle,X,2024/11/20,1899/12/30 10:00:00,Video,"Gen X (35-50, Mixed)",142,2119.2,17,0.04,0.0156,4,0.0494,328,5,9102,6635,0,5.83,97,17
真,CMP1010,Back to School Campaign 2025,User Testimonial,Facebook,2024/11/18,1899/12/30 21:30:00,Reel,"Millennials (25-34, Suburban)",269,869.48,15,0.37,0.0169,4,0.0452,454,0,15884,10039,-0.14,99.87,86,47
伪,CMP1010,Summer Campaign 2024,Lifestyle,LinkedIn,2024/11/4,1899/12/30 19:15:00,Video,"Professionals (25-54, B2B)",134,657.5,22,0.04,0.0276,5,0.0938,341,15,4848,3636,0.51,5.94,97,10
真,CMP1010,Fall Campaign 2024,Lifestyle,LinkedIn,2024/11/23,1899/12/30 20:30:00,Video,"Gen X (35-50, Mixed)",334,1180.99,55,0.01,0.0487,0,0.1043,611,12,6860,5860,-0.33,5,113,9
伪,CMP1010,Summer Campaign 2024,Lifestyle,LinkedIn,2024/11/14,1899/12/30 19:15:00,Reel,"Millennials (25-34, Suburban)",11,0,0,0.39,0.0073,7,0.0268,26,14,1514,970,0.12,4.24,21,38
真,CMP1010,Back to School Campaign 2024,Behind-the-Scenes,Instagram,2024/11/7,1899/12/30 21:30:00,Video,"Parents (30-45, Suburban)",445,7609.04,68,0.07,0.0376,9,0.1107,1136,9,11850,10260,0.01,29.35,31,28
